post_id,store_id,stores,create_on,ramen_name,fb_review
T300876,309,麵屋青鈴,2020-07-21,醬油豚骨拉麵,配置看照片(臺南第一站，想說從永康車站過來應該不會太遠但這天氣真的一直想來臺南吃拉麵第一站就先來這了豚骨等口感跟厚度很夠，麵條如果換成粗麵我會感覺很像在吃小川家，不過湯頭的香味更為細膩其實我本來以為會是偏甜的口感(X叉燒盤等肉調味比較中，很適合配上檸檬汽水在這天氣熱湯下肚後再來個煎餃/叉燒盤配檸檬汽水真的很爽唯一的缺點就是...開太遠了...
T300877,309,麵屋青鈴,2020-07-26,鰹節醬油拉麵、醬油豚骨拉麵,配置麵硬、豚骨拉另花錢加背脂:個人非常喜歡的一間拉麵店每次下臺南都會特地跑來吃:這次來吃了這兩碗覺得非常滿足由於小弟我平常可以吃的較為重口在點單時豚骨拉麵多圈選了加錢背脂多這樣的選擇後來覺得是正確的身為豚骨拉麵的愛好者吃到這樣合自己口味的豚骨拉非常高興:在臺北自己最愛道樂屋臺的豪華豚骨拉麵還有鬼金棒總店的那碗博多豚骨拉麵至於在臺南我就愛青鈴的這碗:青鈴的叉燒我很愛一片頗大但厚薄適中外圈還有類似滷製過的味道整個很軟嫩由於小弟我平常可以吃的較為重口在點單時豚骨拉麵多圈選了加錢背脂多這樣的選擇後來覺得是正確的身為豚骨拉麵的愛好者...
T300878,309,麵屋青鈴,2020-07-11,柔蒜豚骨(220),配置味濃；脂濃；麵硬，大盛(+40)、叉燒飯(+50)本來學長提議吃很特別的嘉義涼麵但他提醒我口味是見仁見智又做法是使用傳統白醋醬後基於我無論如何想像不到那個味道最後兩個人還是跑來吃上次碰頭的青鈴青鈴7月份再次推出柔蒜讓之前無緣得以品嚐的我總算有機會瞧瞧老闆的手藝而柔蒜這名字確實挺恰如其分，雖然剛端上來已經蒜味撲鼻，初入口時也能充分感受到其口味之暴力，可越吃越是平順，有一度甚至忘了自己在吃蒜味拉麵，確實是難得的佳作！叉燒飯的部分是第一次品嚐，在這天氣口味又偏甜的狀況下，總覺得有點食不下嚥，所幸拉麵的湯和飯可以完美的搭配，後...
T300879,310,麵屋高,2020-08-02,天堂豚骨拉麵/200,天堂蔬菜拉麵/240，(湯都選正常)打卡送溏心蛋、叉燒飯60第一次嘗試泡系拉麵，但似乎沒有像北部的發泡的很誇張(還是我誤會其實他不是泡系？)我是吃天堂蔬菜的，第一口喝湯、有點水感以為是麵沒甩乾造成的，喝了兩口還是一樣，就借喝友人的湯，是正常的味道，才大概搞懂應該是蔬菜的水分造成的。高麗菜是炒過再放進去的，紫洋蔥應該有冰鎮過比較沒太刺激口感，湯一邊和著紫洋蔥一邊和著蔥喝有著兩種不同的口感，而且放的數量比例很剛好，肩肉製作的叉燒肉也是柔軟好吃，麵條也不錯，溏心蛋是成膏但柔軟即化的狀態，適合不喜歡流狀溏心蛋的人。叉燒飯的叉燒是好吃的...
T300880,310,麵屋高,2020-08-23,地獄叉燒拉麵(270,配置粗麵、濃、中辣(可調整辣度)適合對象:⊙想吃豚骨但怕太濃膩⊙拉麵初心者跳板⊙長輩、小孩⊙怕濃膩又想吃濃鬱⊙口味適中不吃很濃背脂⊙吃拉麵喜歡喝湯⊙怕油膩與油脂太多、太鹹⊙喜歡清爽不膩的口感⊙想吃拉麵卻有吃素家人朋友同行之麵友上次聽麵友哲大在說，就想說找一天來吃。剛好昨天中午去附近相機店試用鏡頭，麵屋高距離那不用5分鐘，所以就去吃了！麵屋高是高雄第一家 泡系拉麵:麵屋高的 logo:，其實就是源自高雄 日治時期:的高雄 市徽:Logo上方是取片假名「タ」(Ta)，下方取片假名「カ」(Ka)。合為「TaKa」，與高雄舊稱「打...
T300881,312,五之神製作所,2020-10-30,限定五之神很多貝的拉麵/350,配置加蛋+30上次吃五神應該是快兩年前吧，想當初都還沒什麼限定，卻是我最常吃的蝦湯拉麵，如今蝦湯界的佼佼者越來越多，加上挑戰過幾次五神限定覺得沒打中我的好球帶後就很少造訪了。今天是下班去公子發現排的亂誇張，才應朋友喜好去久違神～一下，原本想說已經七點多機會不大，沒想到還有剩幾碗就給他立馬點下去，心裡算是舒坦些。這次限定光看名字就很明顯知道是主打貝類湯頭，個人早先就一直認為海鮮用做淡麗基底可說是最佳組合之一，但沒想到還有點出乎意料，因為那蛤蜊與牡蠣和淡菜等食材的鮮甜度實在太高了，明明才喝一口，整個嘴裡都是貝類的味道，殘留的時...
T300882,312,五之神製麵所,2020-09-27,五之神限定自製紅酒醬牛沾麵，限定牛肉咖哩飯/360,+60前言:難得只有自己去吃拉麵，還下大雨QAQ，最近錢錢噴有點快，原本沒想吃，但聽說不會復刻所以忍不住就來了※以下正文限定牛肉咖哩飯先上，濃厚的咖哩香，配上不遜色於咖哩還與之完美融合的牛肉香氣，讓人一口接著一口欲罷不能，一點點的洋蔥不但沒有破壞味覺與口感，反而在其中佔有一席之地，每當覺得好像吃膩了，洋蔥就會剛好跳出來救場，讓這碗飯的體驗感極佳，再加上咖哩自帶的一點點辛辣，那個尾韻讓我吃完差點有再來一碗的衝動，吃完差點有再來一碗的衝動，但是！！今天這碗飯可不是主角！！！原本吃完限定的牛肉咖哩飯有點擔...
T300883,312,五之神製麵所,2020-09-02,濃厚豚骨蕃茄蝦沾麵＋炸糖心蛋&白飯/320,配置麵量中前言:聽朋友說五之神沾麵很屌，早就想來了。※以下正文上次吃沾麵是在隱家的赤峰店點了真鯛魚沾麵，給我的印象滿深的，於是就想說有機會要再試試沾麵，於是就來到這裡了五之神製麵所！來之前以為很排，結果還好，雖然進去之後沒多久店內基本客滿，但是感覺也不會排太久就能吃到，店裡的位子算蠻多的，這次點的是豚骨蕃茄蝦沾麵，我上次去勝王被蕃茄驚艷到了害我看到蕃茄反射性的就選了www因為是沾麵的關係，醬跟麵是分開放，先上來的是沾醬，聞了味道滿滿的蝦味，香氣很足，不到20秒，麵也跟著上，麵一上來我就忍不住夾起了一口，結果還沒拍照，於是照...
T300884,312,五之神製麵所,2020-10-11,山形辣味噌拉麵加叉燒＋起司飯/310,＋60又是一碗限定，麵一上就先喝一口原味湯，感覺味道不錯，但是卻少了一點層次感，於是我就把辣味噌全部拌進去，然後我就聽到隔壁桌老闆說建議一邊吃一邊慢慢拌進去，可可惡。好啦，雖然不知道我直接拌進去會有什麼差別，但是拌進去之後整碗麵變得超香，辣味噌味道直接衝出來，還有一點點淡淡的柴魚香，香氣爆表，麵條Q彈，硬度剛好(喜歡硬麵可能會覺得太軟)，麵條太好吃了導致配速沒配好，麵一下子就吃完了，最後只剩叉燒跟湯，只好慢慢一口一口收掉(最後都剩湯，真的有點太辣，一直喝水)。再來說說起司飯，對於超愛起司的我來說，起司飯的吸引力是...
T300885,312,五之神製麵所,2020-08-23,五之神貝貝淡菜沾麵/320元,配置兩個超大淡菜，蛤蜊麵體部分選用一般的拉麵，這部分個人覺得滿好的，夏天吃沾麵的粗麵有點太熱情了。沾醬的部分可以感受到熬煮的用心，一整個海鮮味和奶味十足，湯裡還躺著超多的蛤蜊肉。配菜部分的淡菜真的是選用很飽滿又大顆的，調味部分也適宜沒有壓過淡菜本身的味道。但這款沾麵的湯體可能因為食材的部分整體偏稀，有點咬不上麵算是我覺得較為可惜的地方(可能是我吸麵功力不夠)，鹹味部分我可以直接搖起來喝，所以這樣搭配也是蠻好的。整體上來說是一款好吃的海鮮系沾麵，推薦。...
T300886,312,五之神製麵所,2020-10-25,濃出汁蝦拉麵豪華版/300,五之神我又來了!!離開臺北前就是要吃五之神(五之神現在也是我上臺北以來吃過最多次的店家了)對於上次來五之神吃了濃出汁豚骨蝦拉麵後，這次就來點濃出汁蝦拉麵湯頭蝦的味道雖然沒比豚骨的濃鬱但依舊還是很濃湯頭喝起來很甘甜順口叉燒吃起來滑嫩好吃整碗的感覺簡單帶有豪華的感覺。(下次上臺北來吃五之神蝦沾麵好了)依照我目前吃過的蝦拉麵的感覺(個人評比)好吃順序為:臺北五之神=蝦蝦拉麵>臺中五之神>鷹流小櫻之後可能再去嘗試看看幾次也許會有變化。...
T300887,312,五之神製作所,2020-11-24,週二限定雞白湯拉麵180叉燒x2、糖心蛋x0.5加飯20豪華配餐70(叉燒x3，溏心蛋x1),衝著週二中午幾乎知名拉麵都休假的氣氛 其實想哭 只有五之神在信義區給我溫暖了 坐上吧檯 享受第一時刻拉麵上桌的快感 迎面而來的是超濃鬱的雞湯香啊 有臺味跟日式湯頭可以選擇喔 先試了一口湯 感覺等等加飯應該絕不會失禮了 夾起叉燒才發現 天啊 這片肉還真大塊 超乎想像 口感軟嫩很適中 燻烤味較清淡 再來就是重頭戲 我選了硬麵 非常有口感 或許下次可以試試超硬的感覺 值得一提的是 配菜中的筍乾 香脆多汁 算是近期攻佔眾多拉麵中 個人較偏愛的一款 而最後的湯汁搭上亮晶晶白飯 算是很完美的句點 後記 這次有較多空景呈現 先跟
T300888,312,五之神製作所,2020-06-13,本週限定蝦蝦蝦乾拌麵(因為是跟家人去，之後看發票應該是230？),配置加叉燒、黃金蛋第一次來五之神吃因為有預感天氣會熱且有排隊人潮所以在開店前來開門後剛好只能等第二輪進場不過店員們都有一直出來問要不要冰水跟傘遮陽進場後麵上來後第一個衝擊感:視覺顏色多樣鮮豔但又不失平衡第二個衝擊感:嗅覺麵上來的瞬間蝦香味直撲鼻而來第三個衝擊感:味覺先把麵攪拌一點入口後蝦子的味道在嘴裡炸出來配上生菜又帶有均衡的作用最後再把溫泉蛋跟麵混合完美！可惜錯估份量多點了叉燒跟黃金蛋吃得太撐下次自己需注意第一次發文，略有不足請各位多指教開門後剛好只能等第二輪進場不過店員們都有一直出來問要不要冰水跟傘遮陽...
T300889,312,五之神製作所,2020-08-24,貝貝淡菜沾麵/320,"配置兩顆超大淡菜、叉燒一片、筍乾、綠羽芥蘭+生菜好久沒來發文~寫不好還請見諒。週末一如往常，就是要期待一下五之神這週又要""避蝦吂""...這週的淡菜沾麵真的不是開玩笑的。視覺有~味道有~餘韻有~真的是吃拉麵補肝呀(笑)可能是這個週末的鬆菸有球鞋市集的原因，即使2點多的用餐離峰時間，我們依舊需要拿號碼牌候位。通知等候的時間約30分鐘，整體時間抓得挺準的。五之神現在不需要傻傻排隊了~只要在告知的時間回來報到就可以，或是可以去隔壁的湛盧喝咖啡，有打折喔!我們大概2:50左右進場。本週的主角是超大淡菜，我猜是一公(色黃白)一母(色橘..."
T300890,312,五之神製作所,2020-06-22,限定黏黏拉麵,配置加納豆、金針菇五之神限定排久了，大概也知道那些種類的一定排爆，那些限定會比較冷門不用排下午還吃的到｡這種熱天，晚上排隊都流汗了何況是中午，看完東成西就本來想去涼風庵吃個涼麵，但好像下午沒開，就轉往五之神來個黏黏限定，三點到果然今日60碗沒賣完，配置全上連納豆跟金針菇，整碗變黏黏5兄弟｡山藥泥鮪魚泥秋葵納豆金針菇，黏黏的食物特別顧胃，配上處理乾淨加了幾顆冰塊的冷麵魚湯，再用一點蘿蔔丁及海葡萄補一點口感變化，單喝湯單吃配料，最後再全部攪在一起黏糊糊的吃下肚，吃完除了消暑還讓胃被救贖｡這種天氣之下，只要不排隊有冰水都是好拉麵...
T300891,312,五之神製作所,2020-06-26,限定忘記叫什麼名字了反正有很多鮭魚卵的冷麵380+叉燒跟蛋(簡稱豪華版)70+鮭魚卵加爆150.,因為打算吃完之後回花蓮，背著兩個包包的行李，從三芝花了兩小時到店門口，又花了兩小時排隊，一度覺得人生很絕望啊，排著排著腦袋裡還浮現了小學被罰站的畫面。雖然太陽很大，但店家有發冰塊，很貼心，可惜冰塊發到我前面一組人就沒了，後來下大雷雨店家也有發愛心傘，真的很感謝。淋著雨終於到店裡之後，我毫不猶豫就點了限定，畢竟今天就是為了這個來的，想了想又點了豪華版&鮭魚卵加爆來犒賞自己四個小時的努力。麵來了，拿出相機開始東拍西拍，因為是冷麵不怕麵爛掉，所以可以拍...
T300892,312,五之神製作所,2020-06-12,週末限定蝦蝦蝦拌麵(230)+叉燒飯(60),配置原始配置拌醬為五之神招牌的蝦醬，帶有濃香氣，拌入溫泉蛋液，效果十分濃稠，但調味不若沾麵醬汁那般直接，吃完也不會過鹹或膩口，生甜蝦鮮甜但小隻，擔擔肉燥味道雖因濃鬱蝦醬的影響味道不明顯，但搭配切塊的筍乾，川燙高麗菜，海苔絲、洋蔥絲，增加了口感層次，粗麵份量恰當，大概介於250g至300g，軟硬度偏軟，但口感不錯，麵吃完後剩下的醬汁加入海帶芽及高湯，喝來味道也不錯，叉燒飯的部分，今天沒限定飯，我剛好也沒吃過他家的定番飯，就順便點了，肉是油煎的豬層肉，口感偏柴，肥肉居多，米飯粒粒分明，醬汁不過鹹過甜，但他家的叉燒明明還不錯，不...
T300893,312,五之神製作所,2020-08-17,濃厚豚骨番茄蝦沾麵超值豪華版/320,配置無看完“拉麵狂”(還沒看的朋友要快，最後一星期了)，當然要吃沾麵，鬆菸誠品附近人氣店莫過於五之神，還好也不用等很久。可是吃完就很猶豫要不要寫報告。原因之一自己是五之神的忠粉，說的是東京新宿的五之神，曾經在零下4度下著雨的天氣下排隊1小時多，基本上是每次去東京都會去的店，跟金色不如歸一樣。每次也是點蕃茄蝦湯沾麵。另外，當然不想被噴。臺北五之神剛開店不久就有去過一次，感覺口味跟日本店差挺多。今天再來確認一下，湯頭很明顯跟新宿店不一樣，因為五之神在日本也有其他分店，所以不能確定他們的配方會不會跟新宿店有差，豚骨味道很重，蝦跟...
T300894,312,五之神製作所,2020-05-30,極、濃厚煮干雞白湯拉麵230,配置白飯20我對五之神的印象就是海味定番的蝦沾麵就很好吃了身為煮干愛好者，又有時間就衝一波了到的時候已經第一輪入內前面已排了20人以上(約11:40到)還好沒下雨，太陽也不是很大待第一輪用餐完畢也很快速的入座一入座店員就問是否點限定點好就坐吧檯看拉麵製造不久就換我的了煮干雞白湯加上一匙的極濃煮干精華很濃的魚香味真讚可能湯太濃，第一口吃有點燙這次吃完有加白飯了上次在雞吉君煮干雞湯拉麵篇，有詢問煮乾的麵友今明兩天有空可以來五之神試試看到的時候已經第一輪入內前面已排了20人以上(約11:40到)還好沒下雨，太陽也不是很大待第一...
T300895,312,五之神製作所,2020-06-28,五之神爆炸鮭魚冷湯麵/380,配置叉燒加蛋(豪華版)/70+鮭魚卵/150+叉燒飯/60跟朋友相約吃拉麵8點就起床，整理一下大概9點出門，到那邊大概10點，大概算一下約有50人排隊，天氣真的很熱，還好店家有發冰塊跟愛心傘，可以解暑，店家有說可以盛水跟加冰塊來回走了蠻多次，很貼心，入座大概1240，兩小時半真的蠻煎熬，不過還好等待是值得的。入座後大概等了20分鐘麵上來，人真的很多，喝口湯，很深層鮭魚味，後面加金桔到湯裡面，有中和掉一點鮭魚的味道，像是吃鮭魚擠一點檸檬在裡面的感覺，高湯冰球在吃完麵都還沒融化很棒，醃製的生鮭魚有點油脂，吃起來很順口，筍乾冰冰...
T300896,312,五之神製作所,2020-10-25,限定鱘龍魚白湯拉麵/300,這個週末又被五之神叫醒~~一開始看到他們要使用鱘龍魚作為湯底，然後又是標榜當天現殺非冷凍，然後一碗只賣300塊，說真的我是保持懷疑的態度，據我所知鱘龍魚是種非常不便宜的水產，就算是比較小條的價格也能讓我們吃好幾碗拉麵，不過喝了它們的湯頭之後，那個新鮮度還是讓我相信他們所說的那樣這次的配料跟上次的石斑魚限定相比單調許多，就是有添加魚子醬，也是我第一次吃魚子醬，然後.....好像吃過之後也就這樣.......這次的洋蔥似乎對我也起不了什麼作用，跟湯頭契合度不高但也沒有破壞整體的口感，叉燒就是他們的定番，有嚼勁跟湯搭起來也不錯！...
T300897,312,五之神製作所,2020-07-19,味爆彈馬糞海膽沾麵/500,配置無調整店長很親切說明瞭紫蘇油的用法，加進去之後香氣有些變化(但是我說不出來)，麵上了一會後才補了沾醬讓麵開始黏起來啦，不過這樣的麵才能沾附大量的醬汁，讚讚。沾醬吃起來味道濃鬱滑順，讓我不由得加點了白飯就是要乾了這碗醬。海膽好吃，但嚴格來說開始有些腥味了(海鮮的新鮮度很容易流失)想想我來的時間很店中來客數也算正常，比我原先預估的好很多，跟紫蘇葉一起入口時有另一番風味。本來店長一直在說麵吃完可以加湯進沾醬，回頭提醒我的時候才發現我已經倒了白飯進去啦，我其實是飯收派的歹勢啦(笑)。這碗麵沾醬真的好好吃。店長很親切說明瞭紫蘇油...
T300898,312,五之神製作所,2020-07-25,濃厚豚骨蝦沾麵豪華版300,配置麵量中，掌門精釀深V蕾夢100延伸:#拉酒幫相較於中午誇張的限定人潮，晚上帶三個友人來吃居然不用排隊就入座因為長久以來都吃限定，定番根本就沒嚐過，這次點了很多人推薦的沾麵來試試，順便跟元氣屋比較但所謂期望越高、失望越大，喝一口沾湯我就知道沒辦法比，雖然在心中已經出現屌打的想法，但還是以理性的角度來評價，畢竟每碗麵都有不同的擁護者，每個店家想要呈現的手法也不盡相同這碗沾湯對我來說太過溫柔，可能店家想法是用豚骨平衡整體，一併帶起湯頭醇厚度，但勢必會讓主體的蝦味下降。對於海鮮系濃湯我更希望是嚐到完整的主材料風味，就如同他們限...
T300899,312,五之神製作所,2020-12-08,濃厚豚骨蕃茄蝦沾麵330,濃出汁蝦拉麵230原本以為會有麵友po這禮拜的五神拉麵限定，等阿等竟然沒有任何品嚐文，所以只好自己來釣魚一下，看看能不能釣出心得文～自己在日本新宿旅遊時候，就有特地去品嚐當地的五神本店。那時候還不是拉麵控，只是剛好去日本旅遊，想找一間評價高且風味特殊的拉麵，沒想到當初一入口就驚為天人，這是多麼濃鬱的蝦沾麵阿，尤其是搭配蕃茄後更是解膩，讓人可以很滿足的完食。知道五之神到臺灣展店後，自己馬上去品嚐了一次，瞭解到臺灣的五神有降低湯頭濃度，調整成更符合臺灣大多數人喜歡的口味。雖然沒辦法吃到日本懷唸的口感，但五神在我心裡還是評價很高...
T300900,312,五之神製作所,2020-06-28,限定爆炸鮭魚冷湯麵380+鮭魚卵增量150,這篇文是寫給還在猶豫要不要在豔陽下排5小時的人。先說結論⋯⋯如果你和我一樣熱愛鮭魚/鮭魚卵，那就超級值得！我是星期五才注意到有這個限定，心想這一定會排到瘋掉，而且之前也有排過五之神其他限定但不甚滿意的經驗。不過最後慾望還是戰勝了理智，就決定早起跟它拼了。我大約10:05到達，算算自己大概排在第23位。建議一定要帶遮陽傘及水，因為最近的太陽真的太毒辣。店家後來也很貼心準備了冰塊(可以吃)和傘提供給排隊的人。11:25左右就開始準備進場了，我和同行的女友剛好是第一批的倒數第二組。這點很幸運，因為今天來的人...
T300901,312,五之神製作所,2020-09-20,限定石斑魚白湯拉麵300,時常週週推限定的五之神對我來說真的是看運氣看緣份，被工作操爆的我本來只想今天好好睡個覺，真是的......五之神就是這麼討厭，不過就是對你們的限定有信心才討厭你們！炸糯米椒(無辣):倒是沒吃過這個東西，覺得可有可無的配料，很像吃比較大條的四季豆叉燒:跟定番的叉燒是一樣的，但通常定番我只吃沾麵，沾麵的叉燒個人覺得普普，但因為這次吃湯的關係跟湯鮮味搭配起來反而好吃很多~炙燒石斑魚:蠻長一條的，光看就很爽(忘了拍魚肉)，魚肉部分鮮甜肥美，但更好吃的我覺得是炙燒過帶有油脂的魚皮，在嘴裡化開的口感更勝叉燒麵:很少在這間吃過拉麵，難得這...
T300902,312,五之神製作所,2020-07-31,超濃厚煮干沾麵(230),"配置大碗(+30)、蛋(30)原諒小弟我最近變成只會吃不會發文的廢物QQ先說餐點的心得好了以下都是個人觀點跟我原本想像中的煮干沾麵稍微有點差距麵跟湯搭配起來不是那麼的恰當湯有點太稀導致麵沾不太到湯改成細麵可能會稍微好一點(吧)煮乾的味道還是有，只是沒有那麼強烈跟我想的""濃厚""有一大段差距個人覺得只有60分，及格邊緣下面都是題外話改成領取號碼牌叫號的方式是很好至少我領到號碼牌就躲去超商喝飲料了原先以為是按照順序去叫號比方說""1號在不在~2號在不在""這樣結果是""A號~B號都可以進場囉""，然後就一堆人擠在門口跟另外一排需要登記領..."
T300903,312,五之神製作所,2020-10-10,山形辣味噌拉麵/250,五之神每週限定除了大量使用一些特色食材加好加滿之外，偶爾會出一些日本當地的基本款，有時候是地方特色拉麵，有時候是一些日本正流行的拉麵，通常這類拉麵因為不像其他限定那麼熱門，假日場可以1點後再去都還有｡像今天的山形辣味噌拉麵就是，我到了店內發覺大部分客人都不是吃限定｡這次的山形拉麵還原真的很到位，不是跟你開玩笑的，麵一上桌，在日本當地吃過山形拉麵的朋友，馬上找出了當時吃的照片，還真的很像｡回到味道來說，煮干湯頭本來在五之神就很有水準，大量煮干配昆布層次豐富又香醇，辣味噌可以隨著口味慢慢拌開，整個湯頭味道又更昇華，搭配上了口感偏硬...
T300904,312,五之神製作所,2020-08-30,濃出汁蝦拉麵單點230,配置單點+溏心蛋久聞五之神大名，礙於討厭排隊排隊寧可放棄美食，今天朋友約就來了，我們抵達的時間約14:20。進店登記後到隔壁湛盧喝飲料等候，不過在湛盧被店員換過座位導致隔壁五之神找不到我們，最後是覺得等候太久才自己跑回來看，好險不用再等了喜歡喝湯點了純蝦湯，店員端上來聞到香味就覺得，雖然好辛苦，可是好值得濃厚的蝦蝦在嘴裡跳舞叉燒是我吃過最～～～有嚼勁的，咬到最累，但是咬很久也不會柴，依舊好吃，朋友點了+叉燒，但實在吃不完，所以友分給我一片。筍乾很厚像是油豆腐，口感則是黑瓜一樣多汁脆脆，溏心蛋中規中矩。總之算一償夙願吃...
T300905,312,五之神製作所,2020-06-28,鮭魚爆炸冷湯麵380,二宮飛鳥です～九點來排，前面居然有一個人已經到了，而且後來聽對方跟店員聊天，聽說七點就來了...瘋了嗎(你沒資格說別人)整個非常鮭魚的口感、配上鮭魚生魚片、金桔和哇沙米，是天氣熱非常適合吃的一品吃完麵還有剩湯，加了熱高湯後，還有不同的味道，真的像一次吃了兩碗麵的感覺吃完店長還來檢查，看我們有沒有吃完，「昨天在ㄆㄨㄣ桶看到很多鮭魚卵，超想把他們吃光...」店長表示。我說這個肚子會痛的別啦www...
T300906,312,五之神製作所,2020-07-30,招牌豚骨蝦沾麵260,很蝦的一碗拉麵，這是第一次吃到蝦口味的濃鬱拉麵。風格很鷹流，就是濃鬱，但還沒到那種飽膩的感受，因為蝦味的一種獨特的清爽感可以讓整個口感展現出一種不厚黏的輕提味，很推薦！叉燒很大片，豪邁吃。點餐時，麵可以選大中小份量，對小胃口的朋友，蠻貼心的。...
T300907,312,五之神製作所,2020-08-29,鮭魚卵煮乾冷麵380,配置加溏心蛋30Z上次吃五之神的冷麵，也已經是鮭魚卵爆炸的週年慶時期了。這次湯頭號稱是全煮干，略帶苦味的煮干清湯，煮干味濃鬱而深邃，稍微偏鹹的比例帶出煮乾的甘味甜味，切成細絲的紫蘇及洋蔥更把甘甜的層次拉展開來，而且很搭漬過的鮭魚卵。湯頭背後隱約有著類似甲殼的鮮味，吃到一半可再拌入芥末轉味。整體來說，帶有些微鮭魚及甲殼感的煮干清湯表現很漂亮，唯一美中不足的是冰塊是水做的，而不是高湯冰球。限定飯是蟹腿肉加入蛋沙拉拌勻，搭在以魚蟹高湯製作的炊飯上，鮮美而不膩，可惜味道比較呆板，不夠立體。如果能稍為炙燒一下再灑點海苔，香氣應該會更...
T300908,312,五之神製作所,2020-11-21,燕三條拉麵/260,五之神每週限定除了大量使用一些特色食材加好加滿之外，偶爾會出一些日本當地的基本款，有時候是地方特色拉麵，有時候是一些日本正流行的拉麵，通常這類拉麵因為不像其他限定那麼熱門，假日場可以1點後再去都還有｡本週的燕三條拉麵也是，前一晚看了粉絲頁的分享數，心裡大概有底知道這碗限定大家興趣不大，星期五的12點多慢慢晃去吃，店內客滿但看起來沒幾桌點限定｡可能跟店員介紹也有關係，店員介紹限定都說是豬背脂拉麵，讓一般客人難以下手，其實這碗的背脂下手沒那麼重，跟煮干及醬油三者互相平衡，鹹香鮮味油脂厚，搭配五之神自製的捲麵，這種厚一點的湯搭配這種麵真...
T300909,312,五之神製作所,2020-08-06,雞白湯拉麵/180,配置日本味/麵硬五之神公休日不休息偷偷推出一日限定因為家裡已經有煮晚餐了，害我一直猶豫要不要去吃最後決定先去吃一碗麵再回家吃晚餐XD濃度個人覺得足夠，不會太鹹雞味很香，相當好入口還蠻喜歡這碗的湯頭有兩塊雞腿肉跟一塊叉燒麵是屬於細麵，口感不錯點餐時麵的硬度可以選擇極硬下次有機會的話可以嘗試看看因為這次是坐在吧檯，可以看到拉麵的烹調過程我看到每碗麵的湯頭都是將冷凍包丟到水裡加熱再將包裝剪開倒到碗裡麵也是一包一包的，剪開後再放到水裡煮一開始有點嚇到，想說怎麼拉麵是拿冷凍包來賣打聽之後得知這都是自己熬煮的湯頭，只是做成冷凍包的形式...
T300910,312,五之神製作所,2020-08-01,超濃厚煮干沾麵,配置一般，加溏心蛋Z超濃厚煮干沾麵？先把「超」拿掉，反正那個字是發語詞。「濃厚」這個字眼真的很微妙，如果是指湯的濃稠度，他的確沒有辦法插筷子不倒，跟臺北其他幾家標榜超濃厚沾麵或煮乾的比起來，這碗沾汁算是比較稀的。但是如果從他的日文品名的セメント來看，這碗沾汁非常名符其實，就是水泥色，並沒有去強調他有多濃稠。從味道來看，魚乾的幹香跟鹹香都有出來，也算是濃鬱，雖然沒有到我最愛的濃出汁蝦拉麵那個濃度，但是當作粗麵的沾汁，鹹度明顯不足，只有把麵全部浸到沾汁中，才能平衡沾汁與麵條的味道，還是其實我被其他「超濃厚」店家給養到太重口了？...
T300911,312,五之神拉麵,2020-09-26,紅酒醬牛沾麵,日洋合併的拉麵精品！五之神限定紅酒醬牛沾麵麵條一如往常的彈牙，搭配Sauce一口咬下，紅酒跟番茄的酸味瞬間擴滿口腔，咀嚼一陣後，隨之而來的是蔬菜跟昆布高湯的甘甜。最後再來入口即化的USprime燉牛肉跟店家自製的起司餅乾收尾，已經不是好吃兩字可以形容的美味！！#拉麵社團首Po#取之社團回饋社團#肉食動物愛加叉燒...
T300912,312,五之神拉麵,2020-06-26,濃厚蕃茄蝦沾麵/濃厚蝦沾麵,麵的表現及沾醬一如往常水準，麵體Q彈，沾醬的蝦味表係依舊突出，不需另外添加高湯喝起來濃醇且不死鹹。不過這溏心蛋⋯⋯說好的溏心呢？結帳時向店員反映也只是表示會請廚房檢查一下就沒有後續了⋯⋯嗯，不知道最近麵友吃到的蛋會不會跟我一樣失望就是了...
T300913,312,五之神拉麵,2020-05-30,特濃煮干拉麵/230,白飯/20久違的髒髒流又來了最近很窮困所以已經限麵好一陣子了但是煮干不能忍！還是特濃的煮干上次五之神的煮干限定我也有衝但就很溫柔...不是我的菜這次的直接表明是特濃！那非吃不可了(興奮真的有濃，上面還有一匙加濃的煮干原液？濃度高，麵條吸附湯汁後吸麵真的很爽快吃到一半就決定要加點一碗白飯髒髒流的確也很搭白飯今天大概一點才到剛好撿到尾刀要吃的明天最後一天啊！...
T300914,312,五之神拉麵,2020-07-12,蟹X王沾麵！350,配置加麵，加特製叉燒，加糖心蛋限定是殘酷的，想吃又不想久等，就要提早到+排隊。十點四十分拿到號碼牌就可以安心去放風~沒有點限定飯，是因為太常吃雞肉，且限定飯看起來很單調。特製叉燒，吃來不柴，軟嫩鹹度適中，三大片很實在。糖心蛋，蛋黃沒有苟苟的，有點偏熟。(私心第一名是梓山家的，苟苟的還會流出來。)加麵是150g，本身冷麵也是150g，吃了300g的麵，大滿足。我想這款蟹X王沾麵！沒有讓我感到負擔，也沒有到驚艷，不過也沒什麼挑剔的。冷麵上的黃醬是蟹殼+黃膏攪碎呈現泥狀，單吃沒什麼鹹味，有蟹殼感。旁邊一攤墨綠色泥狀物才是精華蟹膏...
