,Description,published
2135,"店家：三冬麵鋪 區域／鄰近地點：桃園藝文特區/有食候 紅豆 用餐時間：109/06/12 (五） 排隊狀況：18:40到約近7點入座，本子登記候位 第44組 （前面尚有三組未入座） 拉麵名稱／價格：限定塩味淡麗（200）*2 務必加購：世界第二好吃布丁（65）
 上週因為兩個人都太想吃雞湯，所以分別吃了松露跟赤海老，這星期念念不忘煮干的湯頭，沒想到今天竟幸運的遇上限定版😍
 喜歡三冬的所有配置，不論哪款擺盤看起來都美！😘… 更多淡麗肉品部分有：舒肥雞肉、豬叉燒、煙燻豬五花🍖🍖 不意外的都好好吃哦👍
 闆娘說這次的限定淡麗是雞+魚去熬煮的清湯，湯頭看著很清澈，氣味是和我喜歡煮干相似的新鮮海味，實際上喝起來雞湯跟煮干的滋味並沒有相當的明確，但整體口感卻又感覺濃厚，一時想不出其他的形容，反正就是好喝啦！🤪
 想特別一提的是加了柚子皮，不知道是否怕塩味湯頭會太鹹膩？反正確實有轉味的驚喜（然後我突然想起AFURI😆）
 幸運的Friday night吃飽喝足，跟豬仔散步消化一下，最後用甜甜的焦糖瑪琪朵跟愉快的心情為今晚劃下完美句點，只能說家附近有三冬真好🤣 

淡麗肉品部分有：舒肥雞肉、豬叉燒、煙燻豬五花🍖🍖 不意外的都好好吃哦👍",6月12日下午9:04
2136,"▎店家：山越拉麵-總店 ▎區域／鄰近地點：文化路夜市 ▎用餐時間：6/12（五）17:20 ▎排隊狀況：無，開店後直接入座 ▎拉麵名稱／價格：薩索雞玉米濃湯昆布水沾麵/280 ▎配置：無調整
 第一次吃昆布水沾麵很新鮮
 第一口先嚐沾湯玉米濃湯，玉米濃湯混雜著淡淡的雞味，把沾湯拿起來喝也是可以，不會太過油膩。
 玉米部分，玉米很脆，表面稍微炙燒過，配沾湯還不錯吃，蝦吃起來很Q彈。
 感覺這次麵條比較細一點，麵量感覺有比較多，第一次吃昆布水沾麵我想說怎麼都沒看到昆布水，把麵翻開才發現原來在麵底下，由於浸泡昆布水裡，使麵條有昆布纖細的味道，沾著玉米濃湯有種幸福感。
 這次叉燒不是舒肥而是有滷製過，我個人還是偏好舒肥，山越舒肥雞叉燒是我覺得好吃叉燒前幾名。
 最後湯割，原本稍微濃厚玉米濃湯變成玉米甜味為大宗的湯，喝起來蠻溫和的，也很飽。
 第一次發食記蠻緊張，山越一個月大概兩次限定，有機會在跟大家分享。",6月12日下午9:31
2137,"大角擔擔麵發售終止最後兩天 還沒吃過的要把握機會呀 我是吃不到了😢
擔擔麵最終販售日6/13～6/14 就是今明兩天喔～ 只有中午販售擔擔麵喔～
 快點來吃吧！","6月13日上午11:55
6月13日上午9:45"
2138,"擔擔麵最終販售日6/13～6/14 就是今明兩天喔～ 只有中午販售擔擔麵喔～
 快點來吃吧！",6月13日上午9:45
2139,"店家：博多幸龍 區域／鄰近地點：拉麵公子附近 用餐時間：6/9 排隊狀況：凌晨一點免排隊 拉麵名稱／價格：豚骨鹽味/豚骨醬油$170（吧
 醬油吃起來有點小苦 豚骨滿香的 粗麵我麵選軟 還不錯 加了一碗白飯跟炸雞還有黑木耳跟一個簡單的配菜set（豆芽菜糖心蛋還有叉燒）… 更多 吃滿飽的但味道不是非常愛 炸雞很好吃超級嫩的 大推推 還有一些深夜限定料理可以去吃吃看哦 雖然我去的時候很多都賣完了😂 抱歉照片被我拍的看起來有夠難吃哈哈哈
 每次看大家發文都快餓死 希望可以快點找到自己的愛店😻  吃滿飽的但味道不是非常愛 炸雞很好吃超級嫩的 大推推 還有一些深夜限定料理可以去吃吃看哦 雖然我去的時候很多都賣完了😂 抱歉照片被我拍的看起來有夠難吃哈哈哈",6月12日上午1:15
2140,店家：雞二拉麵 師大店 鄰近地點：台電大樓/國泰世華銀行 日期：2020.06.11/中午12點xx分 排隊：約2、3分鐘入場，但還是九成滿 商品名稱：辣味小雞二189 配置：湯淡/細麵，菜蔥各加10元… 更多 趁著今天去剪短前，先二訪這家店，體會過本家粗麵條的我只敢點細麵，坐在二樓的吧台上聞到香濃的魚介湯頭味感覺超開胃XD，上菜後使出了天地返將麵挖起來，細麵的硬度意外接近其它家的一般麵條，是為了怕客人吃到後面變軟嗎？可是點軟感覺也不行。 辣味噌湯頭即使是淡的還是頗有辣度，不吃辣的人可能會不太能適應，然後我忘記洋蔥太多會讓味道分離結果湯頭喝到後面有點被蓋過。 叉燒的厚度跟味道超好粗，害我好想當場問能不能買一條回家❤️ 左邊坐了一位似乎是日本人的妹子也稱讚這家好吃，右邊的男士徹底把大雞二吃個精光了  趁著今天去剪短前，先二訪這家店，體會過本家粗麵條的我只敢點細麵，坐在二樓的吧台上聞到香濃的魚介湯頭味感覺超開胃XD，上菜後使出了天地返將麵挖起來，細麵的硬度意外接近其它家的一般麵條，是為了怕客人吃到後面變軟嗎？可是點軟感覺也不行。 辣味噌湯頭即使是淡的還是頗有辣度，不吃辣的人可能會不太能適應，然後我忘記洋蔥太多會讓味道分離結果湯頭喝到後面有點被蓋過。 叉燒的厚度跟味道超好粗，害我好想當場問能不能買一條回家❤️ 左邊坐了一位似乎是日本人的妹子也稱讚這家好吃，右邊的男士徹底把大雞二吃個精光了,6月12日上午2:02
2141,各位麵友們大家好🙇‍♂️🍜 明日起真鯛魚沾麵將停售兩個禮拜左右😭 由於新鮮的真鯛魚還沒從日本運送過來🐟🍜 今日將會是真鯛魚沾麵的最後一天販售‼️ 明日起將會推出極濃厚海老沾麵，歡迎大家來尋找大海的味道🦐🍜 謝謝大家的支持🙇‍♂️🙇‍♂️🙇‍♂️ P.s之後可能有新的口味喔😍😍😍 #隱家拉麵 #濃厚海老つけ麺🦐 #中山美食 #雙連美食  #隱家拉麵赤峰店  #台灣拉麵愛好會  @ 隱家拉麵（赤峰店）,"6月12日下午4:22
6月12日下午4:08"
2142,各位麵友們大家好🙇‍♂️🍜 明日起真鯛魚沾麵將停售兩個禮拜左右😭 由於新鮮的真鯛魚還沒從日本運送過來🐟🍜 今日將會是真鯛魚沾麵的最後一天販售‼️ 明日起將會推出極濃厚海老沾麵，歡迎大家來尋找大海的味道🦐🍜 謝謝大家的支持🙇‍♂️🙇‍♂️🙇‍♂️ P.s之後可能有新的口味喔😍😍😍 #隱家拉麵 #濃厚海老つけ麺🦐 #中山美食 #雙連美食  #隱家拉麵赤峰店  #台灣拉麵愛好會  @ 隱家拉麵（赤峰店）,6月12日下午4:08
2143,"▎店家：濟善老麵 ▎區域／鄰近地點：台灣台北TR萬華火車站 ▎用餐時間：20200606 ▎排隊狀況：約17:30到場，免排隊 ▎拉麵名稱／價格：極黑羽2.0烏骨雞拉麵，380 TWD ( = 12.82 USD) ▎配置：Default
 ▎延伸：Roody the Traveler - 旅者Roody  Blog: https://ryokousharoody.blogspot.com/ Fan Page: … 更多https://www.facebook.com/yuro.tsai/ Instagram: https://www.instagram.com/roodytsai1224/
 #拉麵 #美食 #雞湯 #烏骨雞 #舒肥 #雞肉 #麵 #蔥 #溏心蛋 #皮蛋 #豆腐 #柴魚 #雞皮 #萬華 #台北 #台灣
 圖多Blog好讀版:  English: https://ryokousharoody.blogspot.com/2020/06/chishan-ramen-serving-only-10-bowls-of.html 中文: https://ryokousharoody.blogspot.com/2020/06/blog-post_7.html
 雞皮仙貝炸得非常酥脆！ 搭配上略帶些酸味的醬汁 是相當具有特色且開胃的小吃
 脆皮豆虎是我個人最喜愛的一道小菜 這道小菜是將豆腐沾上柴魚片一同下鍋去炸 熱騰騰現炸的豆腐… 更多 https://www.facebook.com/yuro.tsai/
 Instagram: https://www.instagram.com/roodytsai1224/",6月12日下午10:17
2144,難以定位… 店名：小林拉麵 鄰近：遠東世紀廣場 時間：06/12 13:20 排隊：無 餐點：味玉拉麵 (豚骨魚介鹽味) / 175 TWD 或許有前輩會覺得這就是間台式拉麵店，其實仔細品嘗還是能理解老闆有在湯頭下功夫了。雖然沒有濃郁到現在流行的濃度，但應該是花了不少時間熬煮的湯頭，而且沒有加入過多調味的油脂來營造濃郁的口感，這讓我想到住家附近的另外一間拉麵店 “三友”… 更多 (就是離日式的濃郁有一段距離，但是又不是那種路邊的台式拉麵)。 麵條的硬度 OK，因不嗜吃麵但個人判斷應該是比較普通的一般量販版本。湯頭即便選鹹、油還是蠻清淡的，對一般人說是相當好入口的味道，大概是因應非拉麵控所做出的必要調整吧。叉燒有點薄所以沒甚麼心得，糖心蛋熟度剛好，但味霖味比較重，像我這樣單獨吃蛋的人可能會覺得蛋的味道跟湯頭會稍稍打架。 有點可惜的是店家內有寫可以添加現壓蒜泥來調味，但實際上提供的是蒜泥水，或許修正一下店內的說明會比較好。  (就是離日式的濃郁有一段距離，但是又不是那種路邊的台式拉麵)。 麵條的硬度 OK，因不嗜吃麵但個人判斷應該是比較普通的一般量販版本。湯頭即便選鹹、油還是蠻清淡的，對一般人說是相當好入口的味道，大概是因應非拉麵控所做出的必要調整吧。叉燒有點薄所以沒甚麼心得，糖心蛋熟度剛好，但味霖味比較重，像我這樣單獨吃蛋的人可能會覺得蛋的味道跟湯頭會稍稍打架。 有點可惜的是店家內有寫可以添加現壓蒜泥來調味，但實際上提供的是蒜泥水，或許修正一下店內的說明會比較好。,6月13日上午9:51
2145,☆豚人 ☆6月11日 中午12:00 ☆無排隊 三人入座~滿 ☆特濃豚骨x魚介x鬼山葵沾麵 ☆6月限定  每日20碗 ☆（麵大盛、加點炒飯、可樂） : 此款小弟我二刷 事實上第一次被這個超重口的沾湯感到驚訝 : 多到不行的魚介粉跟來自長野的超多現磨山葵… 更多 讓整碗沾湯越吃到後面越濃 : 麵條好口感先不說 整個沾湯是靈魂 雖然我自己對超濃沾湯沒有那麼喜愛 本身比較愛濃度普通平衡好的沾湯 但這個豚骨魚介加山葵的沾湯 在享受時就是帶有嗆味的爽度 : 整個吃完湯割時 完全無法喝下這個湯 因為太嗆無法喝下深感遺憾 遺憾的是個人能力太差 無法把最後沾湯全部下肚 :… 更多  讓整碗沾湯越吃到後面越濃 : 麵條好口感先不說 整個沾湯是靈魂 雖然我自己對超濃沾湯沒有那麼喜愛 本身比較愛濃度普通平衡好的沾湯 但這個豚骨魚介加山葵的沾湯 在享受時就是帶有嗆味的爽度 : 整個吃完湯割時 完全無法喝下這個湯 因為太嗆無法喝下深感遺憾 遺憾的是個人能力太差 無法把最後沾湯全部下肚 :… 更多,6月11日下午2:09
2146,"▎店家：麵屋山茶 ▎區域／鄰近地點：捷運江子翠 ▎用餐時間：6/10 18時左右 ▎排隊狀況：無 ▎拉麵名稱／價格：春蜂 ▎配置：預設
 搬家後第一次來，其實交通不會不方便，只是就懶😆 依預約的時間到，從捷運站一路過來，一直到走進店裡，有種從喧鬧轉為幽靜的感覺。老闆娘仍是那個老闆娘，但場景變了，感覺蠻特別的。
 拉麵一上桌，溏心蛋非常吸引我的目光，美到有驚訝到。而整碗拉麵，不論是擺盤的呈現，巧妙地使用各種拉麵中不常見的食材，我直接聯想到悠然。然而，悠然是悠然，麵屋山茶是麵屋山茶，無須比較。
 昨天的湯頭維持之前在山茶吃過的幾款雞湯拉麵的感覺，淡雅清香是我能想到的形容詞，或許雞味不是那麼強烈，但我每次也都是喝到一滴不剩。
 麵條的部分算是帶點麵芯，吃起來口感還算不錯，但我其實一直很納悶，山茶的麵條跟湯頭的融合度總是差了一些，雖然跟早期吃的感覺相比已經進步很多了。
 配料的部分我特別喜歡他們家的雞叉燒，我之前應該有說過，現在很多雞叉燒都是走低溫舒肥這一路，軟嫩感大家都有，甚至弄得稍微生一點還會帶點微脆的口感。而山茶呈現出來的是比較多雞肉的纖維，用筷子是可以把雞肉一絲一絲劃開的，或許相較之下雞肉的熟度會高一點，但雞肉還是保有該有的軟嫩，對我來說，我是比較喜歡這樣的呈現結果的。
 其他的配料有2個東西蠻特別的，一個是浮在湯上面一小顆一小顆紅色的東西，看粉專介紹應該是紅胡椒，我有試著把它咬破，但味道似乎不明顯，因為此時的我已經沒有什麼對於它是什麼味道的印象了😅另一個則是櫻桃蘿蔔，我應該是第一次吃，脆脆的口感之外，一度讓我聯想到我們台灣人吃清粥時常會配的菜心之類的醃漬品。
 期待下次再去😋",6月11日下午9:30
2147,"店家：五之神製作所 鄰近地點：刑事警察局 用餐時間：6/12 12:00 排隊狀況：前面4位 拉麵名稱：週末限定蝦蝦蝦拌麵（230）+叉燒飯（60） 配置：原始配置… 更多 拌醬為五之神招牌的蝦醬，帶有濃香氣，拌入溫泉蛋液，效果十分濃稠，但調味不若沾麵醬汁那般直接，吃完也不會過鹹或膩口，生甜蝦鮮甜但小隻，擔擔肉燥味道雖因濃郁蝦醬的影響味道不明顯，但搭配切塊的筍乾，川燙高麗菜，海苔絲、洋蔥絲，增加了口感層次，粗麵份量恰當，大概介於250g至300g，軟硬度偏軟，但口感不錯，麵吃完後剩下的醬汁加入海帶芽及高湯，喝來味道也不錯，叉燒飯的部分，今天沒限定飯，我剛好也沒吃過他家的定番飯，就順便點了，肉是油煎的豬層肉，口感偏柴，肥肉居多，米飯粒粒分明，醬汁不過鹹過甜，但他家的叉燒明明還不錯，不懂為何要用三層肉的方式，店家說之後會出日本冷藏包的擔擔蝦拌麵，敬請期待🦐
 #味道很主觀喜歡請多去光顧支持店家 更多圖影參閱IG https://www.instagram.com/gerald_lin_tw/  拌醬為五之神招牌的蝦醬，帶有濃香氣，拌入溫泉蛋液，效果十分濃稠，但調味不若沾麵醬汁那般直接，吃完也不會過鹹或膩口，生甜蝦鮮甜但小隻，擔擔肉燥味道雖因濃郁蝦醬的影響味道不明顯，但搭配切塊的筍乾，川燙高麗菜，海苔絲、洋蔥絲，增加了口感層次，粗麵份量恰當，大概介於250g至300g，軟硬度偏軟，但口感不錯，麵吃完後剩下的醬汁加入海帶芽及高湯，喝來味道也不錯，叉燒飯的部分，今天沒限定飯，我剛好也沒吃過他家的定番飯，就順便點了，肉是油煎的豬層肉，口感偏柴，肥肉居多，米飯粒粒分明，醬汁不過鹹過甜，但他家的叉燒明明還不錯，不懂為何要用三層肉的方式，店家說之後會出日本冷藏包的擔擔蝦拌麵，敬請期待🦐",6月12日下午2:33
2148,"店家：一番星 區域／鄰近地點：西湖捷運站西湖市場2F 用餐時間：6/8 18時許 排隊狀況：無 拉麵名稱／價格：辣拌麵(味噌) 配置：加麵
 鳥尾的太麵軟硬度稍軟，炙燒叉燒肉香氣四溢，肥瘦度偏瘦，口感不乾柴，川燙高麗菜無過多調味，不過熟軟爛，雖然我覺得味增醬的味道不明顯，辣油辣度也不太辣，但兩者拌入溫泉蛋後還算調和，搭配高麗菜跟蔥花，富有層次感，只是辣油配置稍多，吃到後面有點膩口，雖位於西湖市場內，但環境還算整潔，服務態度也不錯🍜
 #味道很主觀喜歡請多去光顧支持店家 #更多圖影參閱IGgerald_lin_tw",6月8日下午8:59
2149,"▎店家：麵屋武藏-神山 ▎區域／鄰近地點：中山站二號出口 ▎用餐時間：6/8(一) 11:30 ▎排隊狀況：提早一個多小時去左右有排到  ▎拉麵名稱／價格：限定-聯名龍蝦拉麵／499 ▎配置：無調整
 看到版上分享的心得後本打算週末就去吃
 但發現一天限定二十碗後決定等到平日在穩穩地衝一波
 期待好幾天的拉麵端上桌時視覺立刻被衝擊到
 這個角煮怎麼這麼大塊Q彈Q彈的 
 龍蝦看起來很美超好吃的樣子
 因本人之前沒有吃過龍蝦 
 看到有殼正苦惱會不會吃得很狼狽手黏搭搭肉挖不起來
 沒想到用筷子一夾殼肉就完美分離 
 覺得超棒的半隻龍蝦肉就這樣乾淨的停在筷子上
 角煮也是好滑好嫩 簡直到入口即化的地步 
 喜歡吃肥肉的人這兩塊角煮肥而不膩真的超推
 至於麵因為本人比較不喜歡粗麵 
 偏愛樂麵屋那種最硬的細麵
 但吃起來麵的勁道很夠
 配上濃厚龍蝦味的湯汁一不留神也是全部吃光
 吃完後覺得這碗麵定價499對我來說很值得 
 如果以後不用排隊或限定一定會再去吃",6月8日下午5:10
2150,"▎店家／鄰近地點：津輕拉麵／南港捷運、台鐵及高鐵站 ▎營業時間：11:00～22:00（21:20 LO） ▎用餐時間：2017/09/23 20:20 ▎排隊狀況：無 ▎拉麵名稱／價格：山藥藥膳拉麵$390（九月限定） ▎配置：青森產當季山藥（長芋）、蛤蜊、蝦、九孔、帆立貝、筍乾、枸杞、菠菜、豌豆嬰
 前陣子看到這家店山藥祭的消息，今天終於有機會造訪，不過真如傳說中的難找，文末再分享所在攻略（誤）。
… 更多 照片看起來有點油，但其實還滿清爽（應該是海鮮的緣故），湯頭有淡淡的中藥味。我偏愛硬的麵條，在沒特別要求下，覺得口感軟硬適中。山藥稍微煎過，所以吃第一片的時候，外層是薄薄的鬆軟，內部則是生山藥特有的爽脆，而隨著浸泡在熱湯裡時間增加，每一片山藥的口感都有著微妙變化。
 除了山藥，海鮮食材也讓我覺得很滿足，不論是蛤蜊、蝦、九孔或帆立貝，都保有可口的鮮美！連枸杞都好甜啊～最後要說一下筍乾，在藥膳香氣中仍維持它應有的味道，卻也與湯頭和諧共存。這是一碗有著協奏曲氛圍的拉麵！
 看到這裡會不會覺得有點浮誇？XD 不過這是我吃完麵當下的感受，畢竟是來到這裡之後第一次想為一碗拉麵留下記錄。
 現在要來說一下怎麼找這家店－－如果是經由三鐵到達南港站，請先找到位於B1的Global Mall，奇妙的是這家店並不在B1的美食區，而是在B1的夾層B1A，Global Mall中間的服務台旁邊有個迴旋梯可通往B1A，上到B1A眼前盡是服飾店，不要懷疑，請在上樓後往右轉走到底，走到底還是服飾店無誤，這時請往左轉，津輕拉麵就在角落；如果是由平面道路進入，請先找到Citylink一樓的星巴克（靠南港車站那側），從星巴克旁的南2A門進去會看到電扶梯，請搭下樓，到底斜對面的入口進去第一間就是津輕拉麵。
 報告完畢。  照片看起來有點油，但其實還滿清爽（應該是海鮮的緣故），湯頭有淡淡的中藥味。我偏愛硬的麵條，在沒特別要求下，覺得口感軟硬適中。山藥稍微煎過，所以吃第一片的時候，外層是薄薄的鬆軟，內部則是生山藥特有的爽脆，而隨著浸泡在熱湯裡時間增加，每一片山藥的口感都有著微妙變化。",2017年9月23日下午11:47
2151,"店名:鷹流東京本店 地點: 山手線高田馬場 排隊狀況:無 這兩週東京解禁後,拉麵店陸續開業了, 趁著最近的通勤票可以跑遍山手線左半邊就殺過來吃了 雞湯的底的雞白湯本來還擔心味道不夠重, 沒想到還滿夠味的, 但麵還是喜歡台北蘭丸那種麵條, 這碗的麵條一直讓我感覺像速食麵.... 然後老闆跟客人搭上話就一直推銷台灣還滿好玩的, 我就裝個日本人聽他們聊天這樣w",6月6日下午1:42
2152,☆壹之穴 ☆6月10日 中午12:00 ☆無排隊 ☆豚骨魚介拉麵/200元 ☆加點叉燒蛋組合、脆皮叉燒、煙燻鴨肉 ☆湯濃、麵硬、粗麵 : 門口寫著魚介專賣的壹之穴 這碗豚骨魚介94招牌定番 :… 更多 價格兩百元可選麵粗細跟湯濃厚程度 再加上可以免費加麵一次 一直以來是許多人的首選 : 前陣子才有的脆皮燒肉跟鴨肉 壹之穴拉麵店最近人氣加點商品 : 目前店內最近推出許多新的定番 新產品大受好評 但新款菜單在穴的臉書網頁上沒有公告 有興趣的朋友要到現場點餐機前才會知道~☆  價格兩百元可選麵粗細跟湯濃厚程度 再加上可以免費加麵一次 一直以來是許多人的首選 : 前陣子才有的脆皮燒肉跟鴨肉 壹之穴拉麵店最近人氣加點商品 : 目前店內最近推出許多新的定番 新產品大受好評 但新款菜單在穴的臉書網頁上沒有公告 有興趣的朋友要到現場點餐機前才會知道~☆,6月11日下午1:53
2153,"▎店家：海貓亭 ▎區域／鄰近地點：新店國小 ▎用餐時間：6/10 12:00 ▎排隊狀況：無 ▎拉麵名稱／價格：辣味噌拌麵（夏季限定）170、章魚燒 80 ▎配置：無更動
 辣味噌醬香氣濃厚，濃醇不死鹹，拌入生蛋黃後口感更添滑順。 搭配上芝麻醬嫩雞絲與溫溫的辣感，讓人在炎炎夏日還是能食慾大開一口接一口吃🤤 不吃蔥絲沒關係可以替換成菠菜，我自己覺得這碗超級爽完全命中我喜好，推薦大家去試試👍🏻",6月10日下午1:16
2154,"▎店家：墨洋拉麵 ▎區域／鄰近山嵐 ▎用餐時間：18:30 ▎排隊狀況：前面3人 ▎拉麵名稱／價格： 泡系蟹黃雞豚拉麵280 炙燒海陸tkg飯80 ▎配置： 拉麵：叉燒5片、炙燒雞腿叉燒1塊、蟹黃、紫洋蔥、青蔥。 飯：叉燒碎、比目魚鰭邊肉、特製醬汁、青蔥、蛋黃、美乃滋。… 更多 ▎延伸：
 今天臨時跟朋友相約前往用餐，第一次接觸到泡系喝到特有的口感，雞豚的湯頭不算厚重但喝到後面有一點膩感。 叉燒的部分兩種在口感跟調味上都還不錯，細麵的部分不會軟爛，蟹黃應該說並沒什麼存在感，除非在吃麵喝湯時夾帶到在尾韻上會有一點鮮味，整體來說算好吃。
 海陸tkg叉燒飯倒是滿驚豔的，蛋黃讓整碗的配料很好的融合在一起，可惜醬汁太甜如果沒有說放魚肉真的感覺不出來，但整體很不錯。
 今天涼拌豆芽菜略有豆腥味，水的部份個人覺得冰涼一些會更好。
 店內用餐環境有點偏熱但回頭看到冷氣的度數也知道冷氣很盡力了，建議加台壁扇讓冷氣循環更好一些。  ▎延伸：",6月12日上午8:11
2155,"【店家】鳥人台北中山店 【用餐時間】5/15 【排隊狀況】1630無排隊 【拉麵名稱/價格】雞白湯/200(沒服務費) 【配置】麵硬 上次我的吉天元那篇文章，大家似乎對鳥人評價頗差，今天再來確認。 跟當年總店印象中的味道有些許差距，入喉的雞白湯的濃醇香氣跟喉韻的層次似乎沒當初那麼強烈(第一次總店喝的第一口湯衝擊實在太強了)，不過倒也沒像大家說的那麼差，跟吉天元比較，我覺得這碗輸在湯頭的細緻度，喝到最後湯略帶點沙沙口感，且也越喝越鹹。 其餘的部分我覺得鳥人中山跟吉天元在伯仲之間。
 以上純屬個人非常主觀的用餐紀實，我吃不準，您自己去吃最準。",6月2日下午1:17
2156,"▎店家：吉鴙ラーメン ▎區域／鄰近地點 大安高工 ▎用餐時間：6/10 17點 ▎排隊狀況：無 ▎拉麵名稱／價格：特製醬油雞湯拉麵 & 叉燒飯 ▎配置：麵硬
 拉麵新人初次獻文，非常主觀評論請各位多多包容。
 看各位版上都在發這家試營運的店，今天迫不及待直接翹課前訪，店裡後面靠近大安高工有一整排機車停車位，也有大安高工停車場，也離捷運很近，算是一個交通方便的一家店。
 進店乾淨明亮，迅速點了醬油雞湯拉麵，上來拍了很醜的照片就直接開吃（無法排出像各位很美的照片），先喝第一口湯覺得這醬油跟雞湯融合的挺剛好的，醬油不會很搶雞湯的味道，喝第二口有淡淡的薑味，也不會太油膩，麵的硬度也很滿意，筍乾則是覺得有點太甜，溏心蛋是整顆的，有一點過熟，個人喜歡帶點膏的狀態，沒吃幾口麵就沒了，食量大的我又加點了叉燒飯。
 叉燒飯上來第一眼看著怎麼覺得有點乾，沒醬汁的感覺，但是辦開來吃了幾口，卻不會任何米粒是沒味道的，覺得很神奇，看起來沒醬汁卻充滿味道。醬汁的甜和（花香？）隨著肉和洋蔥末口感豐富的情況下，一不小心又嗑完了。這次體驗算是很好的，會在二訪的一家店。
 ps 我吃拉麵喜歡喝冰水，但是最近吃的店家常常水壺裡都沒冰塊令人蠻失望的，吉雉的水是冰的給他100分。店裡還放著台視廣播，很新奇的感覺。
 ps2 吃完叉燒飯再喝剩餘的湯突然有種苦味，不知道是放久的問題還是我的味蕾被叉燒飯甜味給弄壞了哈哈哈",6月11日上午12:57
2157,餐點上桌後，喝了第一口湯，應該是油，濃郁的雞油香撲鼻而來，然後，就沒有了。僅存的雞油在不斷的攪拌麵糰時融入了肉泥當中，接下來就是吃麵吃肉泥的世界了。吃著吃著，覺得這個味道好熟悉，啊，原來是兒子當年的吃的雞肉泥，難怪有似曾相似的感覺。,6月11日下午2:50
2158,,6月10日上午10:21
2159,,6月3日上午11:38
2160,"▎店家：麵屋一鮫 ▎區域／鄰近地點：新竹市東區關新路/臺鐵新莊車站/摩斯漢堡關新店 ▎用餐時間：2020.5.27 19:20 ▎排隊狀況：無，直接入座，店內七成滿 ▎拉麵名稱／價格：極盛清湯醬油拉麵$300+蔥花$30 ▎配置：麵硬、日本味，免費加一次麵 ▎延伸：無
 二訪麵屋一鮫，這附近不是平日的生活圈，是晚點有品酒會才特地來一趟填個肚子
 原本想吃油膩膩豚骨讓接下來的活動不會醉那麼快，沒想到抵達時已經售罄，就改嘗試沒吃過的清湯醬油麵，直接點了極盛，就是全部配料都有，省去考慮時間
 湯頭主體是醬油的醬香，隱約帶一些鰹節香氣，調味溫和不過鹹，可以放心大口喝，的確如煮麵師傅所言很適合喜歡喝湯的人點選
 叉燒表現比試營運時來得更優一些，薄片叉燒軟嫩又保有彈性，厚片叉燒炙燒香氣依然撲鼻且肉質變得容易撕開。原始麵條與加麵皆使用細捲麵，彈性與嚼勁都很好，據說是使用日製麵體
 其他配料表現可圈可點，唯溏心蛋有點過熟稍微可惜 ，筍乾爽脆入味，蔥絲不會太硬卡牙縫，水蓮倒是在拉麵當中少見的配料，但我很喜歡它特殊的清脆口感，包在叉燒中或與麵條一起吃都很推薦
 另外我還加點了蔥花做成爆蔥版，他們蔥花處理得宜，不會有太強烈氣味壓過湯頭味道，而是增添蔥滿滿獨特的清香與微微辛辣感
 整體而言我覺得是相當舒服的一碗麵，吃得還挺滿意，值得一提是初訪提到點餐機問題與置物架都有所改進，讓人感受到店家的用心，不過椅子還是不太好坐😅
 #今年第38碗麵",6月10日下午3:36
